L1,L2,L3,L4,L5,L6,x,y,z,roll,pitch,yaw
14.003676,14.025123,14.335112,14.133741,11.359694,13.438400,-3.543538,2.832803,12.362472,10.872435,-2.374836,-9.876064
22.104333,18.610151,18.734139,20.879972,22.867906,22.187947,1.447867,4.746192,19.926030,-11.531035,1.908233,18.333399
15.100515,14.099633,14.901276,12.468088,12.633451,14.017403,-3.401345,-0.381494,13.047573,1.254449,-5.339201,12.141905
21.028033,21.077061,18.698862,20.818713,20.405751,19.850976,6.719141,4.649612,18.268681,-4.261929,-8.094250,-12.914820
22.689294,17.894491,17.530068,20.341047,22.527332,25.968792,-7.902978,2.433032,19.174914,-18.957672,-9.467586,-15.366731
17.182383,16.830813,16.035145,15.343371,15.661580,15.854465,1.032486,0.746542,15.849059,3.154285,-5.160910,5.537317
15.911516,18.111897,18.158125,17.367504,14.537540,15.750039,-2.100923,0.256963,16.012065,13.784923,2.687969,-17.328164
15.186946,14.073908,15.517606,13.748149,17.218700,17.506721,-2.058228,-6.138985,13.531263,-17.726304,-8.206569,17.174015
16.796544,17.494019,19.395346,16.161924,13.229548,15.627426,-7.660891,0.056910,14.315956,14.601493,0.888620,4.673115
14.675200,15.171809,17.554921,20.333804,22.042330,18.179675,2.996010,-3.161025,17.210899,-15.301569,17.194651,5.216299
16.363631,15.192536,17.293397,20.163136,21.940295,19.457601,0.873020,-0.855723,18.117086,-17.475793,12.473035,4.935910
21.953689,19.215409,15.745320,15.533470,17.136069,17.916181,4.246973,6.723837,15.498801,10.207721,-17.277226,18.285688
23.299092,20.901107,17.238191,17.247932,18.324757,19.348284,4.661423,7.144302,17.028369,9.075264,-18.707141,12.864831
18.536284,16.940164,18.446651,20.832875,20.874027,21.180929,-4.055026,1.491997,18.734043,-10.194938,6.544097,-11.008085
21.617608,19.247357,17.314099,16.287321,18.614029,22.720339,-4.803094,-2.571326,18.298749,-8.303309,-15.996802,-6.919809
21.170046,18.684170,18.532348,21.353654,21.558034,22.597841,-2.128975,4.798162,19.708493,-10.403686,-3.257597,-12.079810
16.042896,15.365907,14.684476,14.324276,16.010233,14.578996,3.513152,0.131968,14.289549,2.805479,-4.486438,15.593153
17.938227,19.629442,20.732897,14.713875,13.314349,15.150850,-5.994163,-4.195098,14.748897,14.267729,-10.079063,19.660056
13.984316,15.732136,17.910284,18.164458,14.102333,12.841717,-1.121692,4.080892,14.537597,15.969660,13.581957,-3.847563
17.667874,15.712706,17.588238,19.189615,16.038134,18.231334,-7.738344,7.133686,13.413936,9.327057,-0.189553,-14.359050
15.789895,13.186883,15.743959,18.054178,16.327033,17.711658,-6.863677,4.699853,13.529757,-3.872188,6.213838,-10.512126
11.423925,12.277330,13.918263,18.735511,17.233171,13.401007,3.364898,3.810695,13.199954,-10.541283,18.028862,-14.525126
19.539894,19.895746,20.956365,23.070040,21.420974,18.264179,4.847165,6.043075,18.800809,4.579161,13.263111,4.319683
21.038487,17.801625,14.807386,17.587752,21.565004,21.625004,6.563146,1.476831,17.598103,-19.245674,-12.421756,9.183157
16.806776,17.251755,19.096501,21.639956,22.297918,17.513471,6.593979,0.511691,17.581595,-1.422834,16.400013,14.978091
12.501925,16.628138,17.033496,13.040360,12.789150,10.667114,2.072579,-5.153206,12.206672,19.908873,-1.239649,10.337380
18.113737,19.289585,21.961194,18.780553,15.995229,16.159824,-5.896099,-0.185828,17.021778,12.929122,7.335569,17.821102
23.881668,19.549881,17.433263,17.268961,21.138173,26.167243,-7.005816,-2.450678,19.321833,-19.346538,-19.972972,-6.180926
13.327981,14.507419,16.236739,20.201974,19.089111,14.850260,4.440701,2.726873,15.261739,-7.671607,19.315843,-8.412323
16.555073,14.793496,10.792778,11.774569,13.782566,15.378817,3.874392,1.213457,12.886995,-7.446334,-19.842291,-1.556790
16.662596,17.241372,13.804306,13.909424,12.421930,14.807267,2.014868,1.813702,13.936613,6.515729,-17.138119,-19.712573
13.926461,13.622058,12.869279,14.190410,17.782731,16.505521,3.665547,-3.988939,13.471335,-17.996697,-0.666240,3.559863
16.895989,12.645143,13.259974,13.729070,15.569662,17.984213,-4.751770,1.998123,13.787820,-16.729272,-6.898101,7.734025
17.961538,17.852098,17.134383,16.983976,18.303566,16.569943,4.719917,0.050344,16.439581,4.283822,-2.770854,14.324194
18.926458,21.177130,22.717656,23.954316,22.678529,17.991300,7.593139,1.360088,19.546370,9.850662,16.871182,10.501492
22.368485,22.744965,21.887692,19.726466,17.548235,18.938173,-1.277693,4.337172,19.822394,16.664378,-7.396624,3.595795
11.629036,10.428276,13.453476,16.196475,14.544682,14.379602,-4.068471,2.248966,12.222323,-5.442004,14.831764,-11.227904
11.899069,13.154296,14.379617,16.767205,14.098317,13.204239,-0.318048,2.761763,13.112464,2.437520,10.513938,-16.862240
17.536301,18.401649,16.474223,15.373506,18.684740,19.348189,2.703559,-7.728764,15.365677,-10.552559,-6.971854,-3.774257
17.589727,18.051285,14.711231,16.230786,13.931132,13.623167,5.638013,6.358827,12.637532,11.581702,-19.255438,-13.764509
14.468997,15.051284,15.074671,19.330354,17.996689,13.785388,7.125162,5.997342,12.690231,-5.274550,12.857931,-6.797804
20.904200,22.163987,22.305103,16.660497,15.257783,17.819430,-5.940284,-3.059527,17.635594,15.579621,-12.326104,15.669946
20.454792,20.220305,18.108561,16.039198,17.680400,18.037145,3.146324,-1.017529,17.740972,7.733599,-14.841973,13.263713
19.311076,14.015984,13.145625,14.768759,14.561009,19.320103,-6.718654,6.660277,12.405299,-9.211942,-19.464987,-4.817523
19.520031,18.218696,21.948827,23.196834,22.619391,21.411432,-6.342998,1.471963,19.833310,-10.772052,16.731782,8.165615
18.037742,18.700054,21.481913,19.813199,19.042201,18.879760,-5.900826,-3.183372,17.859162,0.417957,7.530705,10.531480
19.505059,16.107381,16.604981,19.958848,20.506307,19.893404,0.240886,7.033003,17.187480,-12.800363,4.030776,4.360055
18.808649,13.528491,12.201581,14.106160,16.231850,17.704595,-0.291503,6.498482,13.609176,-13.587060,-7.632304,15.832287
21.391854,19.177827,18.343627,16.967282,18.788943,20.025028,-0.865866,0.737283,18.648291,-2.997644,-10.834096,19.352820
19.262508,16.517385,14.981782,16.342879,20.326369,19.706562,4.770830,-0.784716,16.769585,-12.981164,-10.285150,18.251174
16.017271,11.373959,12.889778,16.030784,16.853902,14.980652,0.463012,7.177058,12.069731,-10.355582,14.662293,19.265996
16.702489,16.753696,17.905440,17.760166,20.801944,18.631496,2.701500,-5.977711,16.388502,-10.087823,-1.492423,18.863316
16.988094,18.082085,16.743692,16.638786,14.898768,16.425209,-0.266599,1.040811,16.132807,7.359968,-4.936449,-17.628570
16.781966,16.886872,20.350777,20.575903,22.137493,19.879133,-2.677008,-5.125153,18.120758,-15.322371,11.464548,16.039163
16.354214,18.612665,22.130082,20.310995,19.871267,17.888041,-3.859174,-6.498809,17.310081,0.854417,11.701961,15.415442
18.257602,20.692645,22.930758,24.257283,25.528526,20.353259,7.579243,-6.195044,19.417487,-0.802788,14.789697,16.817660
19.039544,15.531790,16.817809,20.108807,19.842455,20.411866,-3.770235,6.795180,16.731356,-12.592631,2.158447,-5.054491
16.737555,20.237689,22.382886,22.208361,22.302636,18.103958,4.639054,-6.618276,18.438643,5.049596,14.531341,10.717722
18.925888,17.494081,15.098768,16.093018,16.457414,18.878303,-0.046897,2.043933,16.668698,-4.393131,-13.058411,-13.016906
18.328498,18.417013,17.746498,14.531208,14.210453,16.390412,-2.867436,-1.023512,16.072916,8.966741,-10.838315,6.202950
14.661830,17.688415,18.700918,16.277396,17.268230,15.136236,1.860525,-7.291214,14.502866,7.106698,1.040872,11.656318
19.699450,17.119331,18.911815,17.120470,14.071269,16.684293,-7.889694,7.555986,12.912504,6.760267,5.544049,16.881294
15.467972,13.930945,16.658784,17.144243,15.426033,16.713178,-6.993062,2.340441,13.826376,-0.999051,7.798690,-2.661993
14.982308,15.551676,14.449900,14.768205,15.483472,12.408374,6.720399,1.639398,12.400638,11.536379,0.370215,12.367004
20.457519,19.182056,16.472140,18.621483,19.943640,19.604402,6.498619,3.472404,17.348795,-7.825555,-9.075168,-1.752074
18.748905,15.839478,15.926009,20.969733,22.071757,19.403864,5.304594,7.352090,16.293781,-15.704164,9.404597,4.004814
16.605325,14.216309,13.296868,16.737849,17.961747,15.080926,6.618795,5.825872,12.535276,-2.625103,6.246071,13.451648
15.099318,16.842281,16.081529,12.945672,13.685277,12.310291,2.866522,-2.285531,13.497429,15.850735,-8.215188,13.959223
12.738150,15.579726,17.996270,19.197620,18.645875,13.805098,4.432938,-2.374642,15.291242,3.261612,19.638698,7.328211
20.406230,19.584310,16.614030,16.058354,17.128079,18.512632,3.098687,1.086263,17.524919,1.821659,-15.693520,0.099454
16.826449,14.785176,15.338416,16.350465,14.198331,16.430289,-4.818296,5.614226,13.499169,3.379653,-4.675980,-7.536807
19.008465,17.615270,17.963203,17.968245,21.323643,21.564763,-0.761788,-5.292329,18.192776,-17.397205,-4.517503,9.232192
14.186001,14.868339,13.953256,17.034157,16.776410,14.872322,4.622188,2.168463,14.041046,-8.457288,4.311512,-11.752571
15.637028,15.347640,18.172123,18.626754,17.365571,18.777827,-7.969207,-1.684292,14.892703,0.680185,14.243683,-12.252769
17.793884,21.189204,22.211391,20.205272,17.523891,16.105660,0.889242,-1.238671,18.916095,18.046614,7.602048,1.299127
24.039497,23.696917,21.095771,18.299721,16.668672,19.522817,-1.068027,5.233409,19.597761,19.283185,-19.012366,1.775366
16.266492,14.390914,18.076834,20.384020,17.119112,17.498912,-7.065345,6.800872,13.909655,3.379034,15.178818,-8.857588
21.464891,19.682275,19.329131,18.020166,18.369571,19.135581,-0.928642,3.414598,18.569310,3.298393,-5.136444,19.453721
17.251158,20.267787,18.909247,18.021967,15.595413,13.996197,5.433499,1.966637,16.097826,17.555337,-0.881974,-7.097866
16.399504,18.162050,17.009859,16.455597,14.470321,14.566683,1.892107,1.504626,15.697136,11.078516,-2.935627,-9.677828
17.564924,15.280747,14.276077,15.448417,17.694966,16.581568,3.865505,2.201789,15.091364,-4.144902,-3.940960,16.460524
18.831100,19.701726,18.243078,19.526470,22.265073,20.604276,6.970198,-5.030591,17.685741,-13.013967,1.050061,-2.367958
16.998617,15.463622,17.775044,18.086309,14.804264,14.344342,-2.795040,7.657558,13.593437,10.792442,15.186776,12.469493
16.476858,17.379241,17.543807,18.531154,18.931301,16.772904,3.935863,-0.721367,16.940295,-1.252704,5.949276,2.174817
20.223954,20.742965,19.120063,18.411279,19.770802,18.558538,5.966372,-1.116942,18.210886,6.377746,-7.137242,10.357865
16.357005,17.267455,18.319016,16.572171,13.780887,13.430063,-1.067425,3.195902,15.276076,16.956498,4.508352,9.071643
16.324733,17.959626,14.840202,11.974922,14.241896,17.354559,0.344955,-7.498431,13.086410,-1.396417,-9.314479,-16.109491
16.458472,18.602607,17.867982,17.335841,16.883613,16.393353,2.442548,-2.415869,16.655098,4.213719,2.042810,-8.192498
18.456081,19.288469,16.736304,15.380867,15.709974,18.622135,-0.495817,-3.164929,16.624202,2.506187,-9.137561,-18.651593
16.725097,16.096368,16.807312,15.260659,16.713379,18.681551,-5.067211,-4.575931,15.030267,-6.722911,-3.552945,0.326210
20.614527,17.218653,16.028672,14.994485,14.277839,17.848140,-4.383965,6.720381,14.525487,1.554758,-14.238319,9.399346
13.130709,12.409882,14.612713,15.423245,15.296192,13.973967,-1.408713,0.611485,13.746530,-4.662755,9.638496,6.397870
21.715810,21.960065,25.030858,23.298695,18.750837,19.313705,-7.755333,6.231574,18.912676,18.926725,15.529784,13.745794
16.391748,16.769958,12.448419,11.237043,14.700845,17.170000,4.010727,-5.164247,12.733570,-14.188975,-18.585983,-11.152471
17.606337,15.662164,17.779122,19.917142,20.770753,21.717217,-7.006025,-1.491890,17.189666,-15.196954,9.923807,-13.208597
12.302978,13.822305,16.481437,18.368828,14.339937,12.733260,-1.093050,4.470958,13.485590,10.540729,17.065756,-11.627468
18.966478,22.161773,20.893050,18.680216,18.373319,19.531111,0.684470,-7.259174,17.962543,6.916607,3.413047,-18.172051
19.636853,18.846075,17.162076,18.938311,16.841219,17.573769,1.762377,7.605556,16.031843,4.845179,-11.397157,-12.793577
14.862437,11.785337,13.334281,15.821245,14.965808,14.072185,-1.020253,6.462100,12.193510,-5.973831,9.344858,6.863742
17.619496,15.757626,15.272363,12.894800,11.449944,16.023407,-6.702903,2.263418,12.788983,7.112615,-14.969465,-0.210439
20.986250,18.105554,18.375741,17.602337,19.212795,20.661348,-3.456684,1.276456,18.396483,-9.192516,-6.267197,17.876480
18.969598,15.546543,15.826306,16.366356,15.940464,19.293631,-6.828371,4.279163,14.736706,-5.226012,-9.114404,-3.178229
14.090270,15.964943,17.240605,16.727819,18.454079,15.231933,3.679641,-5.459503,14.523599,0.084142,4.528529,14.447780
18.674055,18.558198,19.371998,16.796145,17.885507,18.241530,-2.457998,-3.659493,17.280077,-0.345028,-6.192464,17.692643
16.101503,20.082602,19.855553,15.877682,15.884354,14.619403,2.435284,-6.929227,15.125311,18.030541,-3.569894,7.171036
15.160415,20.113318,21.078669,19.245658,16.879085,16.534787,-0.291881,-6.637574,16.344704,13.618545,18.149616,-17.212727
17.027155,15.351759,15.683297,15.986053,15.254215,16.002025,-1.878502,3.878016,15.047264,0.146379,-1.215064,4.366226
15.997487,16.810462,18.098343,18.678870,19.924267,19.748392,-2.769827,-6.219350,16.575363,-10.974589,12.157963,-9.791019
19.576193,18.722089,19.555051,18.843320,18.100605,20.234312,-6.351361,0.210435,17.886818,1.416529,-1.645458,-4.485808
12.460203,13.346487,14.866077,16.339825,17.330451,16.643648,-2.073402,-4.642574,13.865573,-13.201264,15.771151,-11.518504
12.062979,10.827617,14.505910,14.953051,17.150801,14.882511,-1.960935,-2.466419,13.019441,-19.260139,10.931944,17.159557
14.918078,15.784791,13.998532,10.151213,10.969752,12.775013,-0.291227,-2.725143,12.481481,11.080404,-15.308290,3.448139
21.001404,23.186404,21.548232,18.855164,19.835494,19.291905,4.729913,-5.424936,19.083089,11.823691,-9.367185,6.037595
13.950506,17.858503,20.237003,18.764841,17.913030,13.785801,3.062299,-4.861120,15.763591,13.301519,12.459828,15.024508
22.228156,22.695608,19.688525,19.078409,20.436534,21.103518,5.596642,-1.982477,19.804119,0.017887,-12.330926,-5.204458
15.041029,14.515171,12.852678,11.138808,15.275131,17.133693,0.196520,-6.430394,12.450843,-14.932568,-13.587392,1.033522
13.938909,18.618272,19.176855,20.184942,16.611512,12.956669,5.680535,1.400527,15.472671,10.397479,14.926110,-16.573426
19.194630,18.826809,15.583614,14.543332,16.958674,20.475702,-0.552935,-4.735546,16.508471,-7.927921,-12.784348,-17.423720
17.488855,12.112530,11.939231,16.867236,17.588456,19.871971,-3.762422,6.989757,13.488903,-19.936809,-9.770969,-12.985379
19.971693,20.655255,21.588607,21.857687,19.474651,17.679732,2.071747,5.538086,19.087985,12.006030,8.819118,6.614413
17.247305,18.973750,19.181529,18.704300,19.393742,18.698780,1.003746,-5.182507,17.732875,-1.347970,4.997603,-3.754506
17.994722,18.355350,15.141044,13.970972,12.077172,14.800250,0.658503,2.715013,14.696446,14.591803,-19.338449,-13.764728
16.010897,12.697755,14.634388,16.838004,15.877460,14.917201,-1.707017,7.154128,12.825297,-5.564991,12.434551,10.975441
13.170069,15.632305,19.264041,19.250841,19.651929,16.442815,-1.272602,-6.664814,15.555321,-5.712519,19.025924,8.682469
20.471661,20.302904,20.479457,16.735551,14.924187,17.639671,-5.806048,1.364721,17.165763,12.357665,-8.383203,11.228109
19.588069,21.344797,22.532951,19.809351,19.455473,19.660188,-3.325154,-5.557539,19.139466,6.788891,0.402013,7.327015
22.167471,20.284163,22.549913,21.166046,18.013222,19.370466,-7.882829,7.976576,16.780915,7.573955,12.060399,19.822398
20.073195,18.168820,15.025690,17.535511,17.802403,17.238116,6.923220,7.712136,14.029507,-0.272882,-11.983883,2.283366
21.061563,20.508946,20.871353,21.910572,20.695746,19.584574,1.748137,5.745395,19.689603,3.817348,4.628724,4.943013
16.079863,17.109029,14.820029,13.925869,15.318944,13.672055,6.269531,-0.828900,13.405532,10.156507,-9.295319,7.370753
15.767089,15.141354,16.953815,20.230444,20.764613,19.416011,-1.266803,-0.393912,17.703793,-15.275894,13.628398,-12.113088
12.372751,15.518919,16.554724,16.548984,13.550104,13.852567,-1.597098,-1.030213,13.936646,11.202922,12.844656,-19.255729
17.175797,13.916055,16.016566,19.848670,20.207914,17.649282,0.862946,6.633433,15.757778,-12.447214,16.054256,11.201321
18.270831,23.727000,23.474525,20.182656,17.711077,17.632435,1.540151,-7.324232,18.330179,19.253298,9.880392,-16.163037
22.834893,24.914533,22.801214,17.681572,18.089274,19.941740,0.100461,-6.206497,19.857715,18.000473,-17.969287,5.230193
16.519080,20.538689,21.760962,18.667022,17.076662,15.039432,1.395354,-4.768772,17.329726,18.723876,5.318554,9.679035
24.819270,21.771807,20.327171,18.217066,17.797839,21.833586,-5.874853,6.350468,18.655345,2.580268,-16.039077,13.012274
18.497864,21.187672,20.231956,17.039397,18.219197,16.924337,4.185568,-6.418044,16.682373,13.809356,-8.973686,11.086454
15.142941,17.907365,18.311966,14.618247,15.459276,13.229203,2.418296,-5.274583,14.041557,15.604174,-6.710587,19.240440
13.539510,17.907831,20.053556,18.408629,14.618290,14.282265,-2.382562,-2.525671,15.624119,19.925924,17.249912,-10.997395
16.402163,17.059503,17.873083,16.210636,15.026044,15.857721,-2.998458,-0.645917,15.893798,7.153830,0.401263,1.873583
21.942510,20.172142,19.459679,18.286348,18.044682,20.411018,-3.611992,3.122063,18.934621,1.804884,-9.736374,5.606935
16.401602,17.098919,17.323741,10.974660,9.525643,12.801141,-5.607508,-1.792095,12.250528,15.852084,-14.724628,15.895548
18.151429,15.869877,16.151053,18.666934,17.640135,18.727095,-2.650469,5.892076,16.022285,-4.925011,-2.584688,-10.114544
17.046641,17.008798,15.936938,16.795461,19.201134,17.606361,5.328545,-2.384114,16.004378,-6.418916,-2.303796,6.702845
18.314271,16.341665,15.147978,11.324127,10.322759,14.246458,-4.262788,3.714397,12.691391,10.760393,-16.819348,14.060850
17.326862,18.593318,19.821083,15.338911,15.812153,17.978561,-6.892145,-7.843844,13.747338,4.148724,-7.840059,7.762936
23.107081,23.908410,21.684829,16.913630,16.756802,18.749281,-0.084365,-0.574932,19.790197,19.977287,-18.972916,13.302226
21.253680,16.187982,15.715594,18.498586,19.112333,22.470777,-6.045579,6.910534,16.236522,-14.042251,-13.054420,-7.957368
13.583911,12.828000,13.673543,14.762261,12.710949,12.963168,-1.558060,3.996687,12.427485,3.505030,2.978598,-3.497686
22.527197,18.445622,19.198520,20.502447,21.506254,23.611966,-6.540573,4.586043,19.189084,-14.962104,-3.901644,4.787594
15.840252,18.278778,17.620578,18.189593,16.119160,14.895628,3.528769,1.314171,16.053460,6.839997,3.408319,-13.437082
16.249645,14.734679,18.083535,22.742722,20.276757,18.438891,-2.522513,7.887940,16.129937,-6.571197,16.583559,-16.287006
18.722837,20.581373,22.963606,22.988891,18.951528,16.332757,1.060878,5.769696,18.936902,19.256458,17.747557,6.964266
14.461392,16.968366,18.912710,19.586499,21.021841,17.778880,2.472198,-7.427241,16.119263,-8.077604,15.477224,3.330370
14.330175,16.728152,16.141476,12.377082,13.026703,11.605786,2.440018,-3.357538,12.879682,17.549673,-8.442500,13.168717
17.076986,21.072884,21.495791,18.485912,18.384599,16.305308,3.213707,-7.277153,16.790801,15.157278,1.436128,8.572155
17.096194,15.151157,15.956362,14.710588,14.755007,15.808989,-3.182328,2.096326,14.707984,-1.157591,-2.418712,14.262641
15.658442,14.485749,16.527962,15.534661,13.334399,15.315366,-6.632579,2.538752,13.123784,4.774703,2.584892,2.253762
18.714640,17.797101,14.689796,14.690666,15.709959,17.720547,2.134971,0.663895,16.119621,-2.318755,-15.662481,-6.748404
18.307270,20.246799,22.225225,19.410194,19.675646,19.248506,-3.737046,-7.645248,17.662867,2.655159,1.439430,12.238584
21.468042,21.509860,18.678089,17.603422,20.397800,20.327612,6.308028,-3.850086,18.298141,1.242933,-16.336367,8.231497
16.327071,18.366530,20.639971,18.905738,18.024196,17.253712,-3.195696,-4.582082,17.161661,5.524647,8.774739,5.599033
16.915999,14.759875,14.209298,15.463555,19.710432,18.904227,3.440911,-3.084767,15.605198,-19.024642,-6.666011,14.389571
16.393035,14.299679,13.288406,14.870078,16.218532,18.574677,-2.714363,0.023758,15.008753,-11.729868,-6.132877,-12.415889
15.589770,16.368548,17.943608,16.066053,12.876189,12.750226,-2.162028,3.261815,14.407116,17.414821,6.468480,9.906966
15.842145,13.413918,12.973714,16.492432,16.856709,16.397708,1.477570,5.017321,14.166227,-11.887038,-0.019371,-3.601221
22.113037,24.301340,22.491223,22.515989,20.049441,19.045817,6.482967,4.466504,19.996933,12.936893,-5.410385,-13.934743
16.018766,19.833763,21.824077,18.493278,15.953702,15.958919,-3.767539,-5.206226,16.599913,18.560192,9.202054,0.944534
16.504196,17.915126,17.457520,21.314141,20.786905,17.585323,7.197214,2.758600,16.522722,-11.743879,9.067393,-16.819435
19.005717,21.320672,22.936631,25.001641,21.377177,18.153974,3.819664,6.422972,19.680203,8.796591,14.518922,-12.612170
21.718096,17.946167,18.593093,17.068587,19.123659,22.409886,-7.928622,-0.179250,17.394013,-16.757996,-11.023237,16.042478
18.732076,16.893786,14.043259,17.731917,17.203413,17.224630,5.611788,7.995670,13.431242,-9.142856,-14.870041,-9.875397
16.760654,18.458621,16.767482,16.146901,14.233776,14.096421,3.129155,2.219248,15.327864,12.836102,-5.634489,-8.037861
15.601587,17.787603,19.749453,22.107179,18.430566,16.112771,0.998914,4.881037,17.157111,7.228118,14.695825,-18.608655
18.863302,19.002533,20.265370,18.013003,19.673073,19.649584,-2.596542,-5.977384,17.690776,-4.835792,-5.052691,17.309702
15.631599,14.297976,16.058880,15.923442,12.492746,12.754504,-2.675210,7.026458,12.014342,13.344834,9.629960,9.029325
18.014477,17.349123,20.122401,20.660572,20.481627,20.724256,-6.762835,-1.860303,18.045722,-7.497633,10.980597,-2.470498
16.935350,15.624108,15.417922,16.729036,16.706704,17.266585,-0.667185,2.441422,16.022300,-4.645284,-1.678528,-3.728866
20.014442,19.076055,17.367084,18.452580,21.950097,22.505302,2.515041,-4.641313,18.927405,-19.002179,-5.153901,-4.821838
11.610628,14.062701,16.689311,14.985338,16.266229,12.789735,1.151262,-6.061542,12.461074,1.722913,5.493061,19.356273
16.440299,20.276090,21.702986,18.717217,16.194196,15.605049,-1.566262,-4.004242,17.430790,18.641083,7.678659,0.962604
13.496242,17.875705,17.770519,16.095418,16.656698,12.814678,6.955219,-5.847275,12.610366,14.517901,5.092408,7.461886
12.355885,14.572710,18.155658,16.600531,16.677054,14.085767,-2.231452,-5.576618,13.770785,-0.584992,12.276779,15.485709
18.137123,19.292454,15.450389,16.020713,16.523060,16.893878,7.163424,-0.271061,15.000047,-4.474303,-13.709183,-14.974595
20.783698,18.552689,17.270121,15.565619,16.118288,21.017205,-7.518023,-0.535462,16.347020,0.375372,-16.405607,-8.072130
15.991558,15.849475,14.153397,12.875459,10.628269,12.782208,-0.942453,3.784082,12.808058,14.910072,-12.840309,-4.085601
15.049082,16.897038,19.535123,20.284510,18.413394,14.130456,3.211346,1.395808,16.699355,10.105693,19.116418,12.496954
16.724110,20.658211,22.847159,21.112162,18.982691,15.185930,3.247885,-2.698978,18.481785,19.129098,12.997997,14.882178
19.356999,21.622602,19.133438,15.818476,13.910211,16.363119,0.162665,-1.157027,17.355744,19.895665,-12.639017,-13.247368
17.511371,21.280674,21.437744,19.660670,19.166410,18.294127,1.795902,-7.332137,17.799858,7.842613,8.688669,-7.823629
17.103103,17.925056,13.618547,12.990532,14.789551,17.258465,3.941903,-3.445756,14.105608,-8.584608,-15.652793,-18.346971
21.844915,23.146767,19.992627,16.867253,18.097165,18.754188,4.822970,-3.169593,18.627430,14.863745,-18.861069,4.475493
16.083385,16.189370,18.565482,17.093204,19.447002,18.579124,-2.612400,-6.906956,15.543649,-13.635112,-0.173097,17.348788
15.022585,13.299840,13.572185,12.920759,15.169849,14.349209,1.025488,-0.423810,13.420187,-3.961895,-4.536445,19.053037
18.911947,18.688411,16.047027,17.213373,20.226622,20.200364,5.684257,-3.224047,17.081123,-15.288796,-7.167898,-5.191638
14.547898,17.630539,15.800707,14.570626,11.926472,13.056182,1.426538,-0.446298,13.947410,14.284138,-3.648764,-19.578697
13.638952,14.713500,18.499486,18.911463,20.471331,16.616195,0.131859,-5.267692,15.787675,-11.364043,14.233047,19.445080
21.421977,19.379789,15.786278,17.028172,18.476001,19.223718,5.654888,4.476277,16.855214,-2.585860,-17.136511,3.407884
14.271832,13.295789,14.828805,20.572048,18.890684,15.704616,2.940773,7.967534,13.511687,-12.986516,12.635599,-15.492691
20.605482,21.024911,22.865188,21.052697,18.413805,19.392924,-6.298588,2.022986,19.266028,10.994066,4.403828,5.636000
17.340483,17.085925,15.808662,12.947427,16.063966,17.377593,0.031309,-6.086038,14.524043,-3.160171,-17.238180,10.414824
23.829177,23.112940,22.933771,18.506897,18.606445,22.022384,-7.693333,-2.746723,19.563769,3.442776,-15.330677,16.119506
21.645551,18.809876,19.395550,20.357426,20.977781,20.810242,-0.918250,5.325804,19.222534,-5.721524,2.851181,17.290379
18.359758,20.893169,19.219298,20.221682,16.433713,14.325449,6.514807,7.391102,14.894554,19.210138,-6.573856,-16.996468
16.739504,16.597065,18.304115,15.567154,16.447163,18.519082,-7.285286,-5.735116,14.030924,-4.689634,-3.127740,5.272969
14.483334,14.854333,12.992358,13.812425,16.955822,14.635270,7.123053,-2.942136,12.088965,-5.020002,-5.782207,8.610148
15.586987,15.558823,15.818746,16.084105,17.696782,19.680308,-5.113914,-6.153040,14.170768,-11.251041,9.034502,-18.171621
19.381288,16.543023,13.152603,14.413425,16.543739,20.842053,-2.081470,0.308405,16.159617,-12.675006,-18.630546,-18.251846
15.024307,12.988438,11.921696,11.302740,12.750207,16.769889,-4.716175,-1.670829,12.153091,-6.879324,-11.245032,-9.185837
16.082110,12.802149,13.798282,13.042930,12.850117,16.089157,-6.470626,2.510812,12.005201,-6.536365,-7.122613,4.804212
12.684703,14.782598,16.850742,18.321585,14.859648,13.709943,-1.076145,2.455317,14.476520,8.856908,14.959343,-15.099470
13.640445,14.868614,18.154061,15.999897,12.139601,11.330706,-3.559025,1.753753,13.311790,18.499847,15.357070,14.934927
19.059887,18.222913,16.837201,14.578070,15.099555,19.701713,-6.386269,-2.982637,15.438749,3.911070,-12.479303,-12.559690
18.187762,17.843539,20.343239,21.377777,22.350474,19.891600,-0.017273,-1.672967,19.594617,-8.442260,10.986242,14.576800
18.767493,16.855454,16.331090,17.303762,19.929702,22.159387,-4.175455,-3.619601,17.404774,-17.042630,-2.808122,-11.931341
17.583872,17.152445,15.698025,11.923637,14.773030,17.631852,-2.406379,-6.358216,13.937654,-2.000994,-19.622645,5.972458
22.649379,23.452024,20.631656,17.693440,19.568742,22.069585,0.932197,-6.827954,19.659444,3.350307,-15.348794,-6.420803
16.671710,13.224161,15.713653,19.141477,21.381886,18.755191,0.769071,2.745133,16.748779,-19.612331,13.365478,17.090695
21.342093,16.643103,15.105995,15.939921,19.108989,21.372981,-1.259617,2.927776,17.662794,-16.650641,-13.218531,14.983755
20.607594,15.626409,15.378335,16.857971,18.729635,19.936638,-1.832005,6.470360,16.103523,-14.024698,-2.802806,18.581325
20.249537,20.723132,17.479830,14.041800,14.889267,19.227235,-1.909380,-4.416884,16.816870,8.224374,-18.045371,-13.875639
16.108828,14.355491,13.807538,12.677906,14.610826,17.301750,-3.508346,-2.309626,13.950924,-8.255770,-10.038572,0.198696
